Thesaurus was generated for the letter W

TERM			# OF GENERATED SYNONYMS		# OF COMMON SYNONYMS		% OF CORRECT GENERATED SYNONYMS
WAD					17						0						0.0
WAD					17						0						0.0
WAD					17						0						0.0
WAD					17						0						0.0
WADDING					1						0						0.0
WADDLE					3						1						0.333333333333
WADDLE					3						1						0.333333333333
WADING					141						0						0.0
WAFER					2						0						0.0
WAFER					2						0						0.0
WAFT					10						0						0.0
WAFT					10						0						0.0
WAFT					10						0						0.0
WAG					6						1						0.166666666667
WAG					6						1						0.166666666667
WAG					6						1						0.166666666667
WAGE					16						0						0.0
WAGE					16						0						0.0
WAGE					16						0						0.0
WAGER					3						0						0.0
WAGER					3						0						0.0
WAGER					3						1						0.333333333333
WAGGERY					1						0						0.0
WAGGLE					3						0						0.0
WAGGLE					3						0						0.0
WAGGLE					3						0						0.0
WAGON					10						0						0.0
WAGON					10						0						0.0
WAGON					10						0						0.0
WAGONER					3						0						0.0
WAIF					2						0						0.0
WAIL					49						2						0.0408163265306
WAIL					49						2						0.0408163265306
WAIL					49						2						0.0408163265306
WAIL					49						2						0.0408163265306
WAINSCOT					1						0						0.0
WAINSCOT					1						0						0.0
WAIST					3						0						0.0
WAISTBAND					5						0						0.0
WAIT					13						4						0.307692307692
WAIT					13						4						0.307692307692
WAIT					13						4						0.307692307692
WAITING					141						0						0.0
WAIVE					11						0						0.0
WAIVE					11						0						0.0
WAIVE					11						0						0.0
WAKE					14						1						0.0714285714286
WAKE					14						1						0.0714285714286
WAKE					14						1						0.0714285714286
WAKE					14						1						0.0714285714286
WAKEFUL					11						1						0.0909090909091
WALE					3						0						0.0
WALE					3						0						0.0
WALK					1						0						0.0
WALK					1						0						0.0
WALK					1						0						0.0
WALKING					141						0						0.0
WALL					7						0						0.0
WALL					7						0						0.0
WALL					7						0						0.0
WALLOP					50						8						0.16
WALLOP					50						8						0.16
WALLOP					50						8						0.16
WALLOP					50						8						0.16
WALLOP					50						8						0.16
WALLOW					10						1						0.1
WALLOW					10						1						0.1
WALLOW					10						1						0.1
WAMBLE					17						0						0.0
WAMBLE					17						0						0.0
WAMPUM					2						0						0.0
WAN					17						2						0.117647058824
WAN					17						2						0.117647058824
WAN					17						2						0.117647058824
WAN					17						2						0.117647058824
WAND					1						0						0.0
WANDER					18						4						0.222222222222
WANDER					18						4						0.222222222222
WANDERER					5						0						0.0
WANDERING					141						0						0.0
WANE					31						2						0.0645161290323
WANE					31						2						0.0645161290323
WANE					31						2						0.0645161290323
WANING					1						0						0.0
WANT					14						4						0.285714285714
WANT					14						4						0.285714285714
WANT					14						4						0.285714285714
